,Tp,Cl,pH,Redox,Leit,Trueb,Cl_2,Fm,Fm_2,label
24632,7.5,0.17,8.39,751.0,209.0,0.023,0.106,1458.0,988.0,0
24633,7.5,0.17,8.39,751.0,211.0,0.023,0.106,1428.0,984.0,0
24634,7.5,0.17,8.39,751.0,211.0,0.023,0.106,1423.0,982.0,0
24635,7.5,0.17,8.38,751.0,211.0,0.023,0.108,1429.0,983.0,0
24636,7.5,0.17,8.38,751.0,207.0,0.023,0.106,1437.0,988.0,0
24637,7.5,0.17,8.38,752.0,211.0,0.023,0.109,1454.0,984.0,0
24638,7.5,0.17,8.37,752.0,211.0,0.023,0.109,1414.0,984.0,0
24639,7.5,0.17,8.37,752.0,207.0,0.023,0.111,1458.0,989.0,0
24640,7.5,0.17,8.37,752.0,211.0,0.023,0.108,1385.0,983.0,0
24641,7.5,0.17,8.36,752.0,209.0,0.024,0.109,1430.0,982.0,0
24642,7.5,0.17,8.36,752.0,209.0,0.023,0.108,1405.0,982.0,0
24643,7.4,0.17,8.36,751.0,211.0,0.023,0.108,1430.0,988.0,0
24644,7.5,0.16,8.35,751.0,211.0,0.023,0.109,1445.0,988.0,0
24645,7.5,0.16,8.35,751.0,211.0,0.023,0.108,1517.0,982.0,0
24646,7.5,0.16,8.35,753.0,209.0,0.023,0.109,1495.0,982.0,0
24647,7.5,0.16,8.35,752.0,211.0,0.024,0.109,1464.0,982.0,0
24648,7.5,0.16,8.34,753.0,211.0,0.023,0.109,1471.0,974.0,0
24649,7.5,0.16,8.34,753.0,211.0,0.024,0.109,1460.0,982.0,0
24650,7.5,0.16,8.34,753.0,211.0,0.023,0.108,1503.0,986.0,0
24651,7.5,0.16,8.34,752.0,211.0,0.023,0.109,1505.0,982.0,0
24652,7.5,0.16,8.34,752.0,211.0,0.023,0.109,1481.0,988.0,0
24653,7.5,0.16,8.34,753.0,211.0,0.023,0.109,1481.0,989.0,0
24654,7.5,0.16,8.34,752.0,211.0,0.023,0.109,1505.0,984.0,0
24655,7.5,0.16,8.34,752.0,211.0,0.023,0.109,1489.0,983.0,0
24656,7.5,0.16,8.34,753.0,211.0,0.023,0.111,1481.0,988.0,0
24657,7.5,0.16,8.33,752.0,211.0,0.023,0.108,1478.0,983.0,0
24658,7.5,0.17,8.34,754.0,211.0,0.023,0.111,1474.0,982.0,0
24659,7.5,0.16,8.33,753.0,211.0,0.023,0.111,1495.0,984.0,0
24660,7.5,0.17,8.33,753.0,211.0,0.023,0.109,1474.0,988.0,0
24661,7.5,0.16,8.33,753.0,211.0,0.023,0.111,1478.0,988.0,0
24662,7.5,0.16,8.33,753.0,211.0,0.023,0.111,1480.0,982.0,0
24663,7.5,0.17,8.33,753.0,211.0,0.023,0.109,1486.0,978.0,0
24664,7.5,0.17,8.34,753.0,211.0,0.023,0.111,1474.0,980.0,0
24665,7.5,0.17,8.33,753.0,211.0,0.023,0.111,1472.0,986.0,0
24666,7.5,0.17,8.33,753.0,211.0,0.023,0.111,1486.0,979.0,0
24667,7.5,0.17,8.33,752.0,211.0,0.023,0.111,1488.0,982.0,0
24668,7.5,0.17,8.33,754.0,211.0,0.023,0.109,1481.0,980.0,0
24669,7.5,0.17,8.33,752.0,211.0,0.023,0.111,1464.0,982.0,0
24670,7.5,0.17,8.33,753.0,211.0,0.023,0.109,1487.0,979.0,0
24671,7.5,0.17,8.33,754.0,211.0,0.023,0.111,1482.0,982.0,0
24672,7.5,0.17,8.33,754.0,211.0,0.023,0.111,1469.0,984.0,0
24673,7.5,0.17,8.33,753.0,211.0,0.023,0.111,1454.0,984.0,0
24674,7.5,0.17,8.33,753.0,211.0,0.023,0.111,1474.0,989.0,0
24675,7.5,0.17,8.33,753.0,211.0,0.023,0.111,1462.0,980.0,0
24676,7.5,0.17,8.33,753.0,211.0,0.023,0.111,1482.0,982.0,0
24677,7.5,0.17,8.33,752.0,211.0,0.023,0.111,1458.0,980.0,0
24678,7.5,0.17,8.33,754.0,211.0,0.023,0.111,1482.0,980.0,0
24679,7.5,0.17,8.33,754.0,211.0,0.023,0.111,1475.0,983.0,0
24680,7.5,0.17,8.33,754.0,211.0,0.023,0.111,1478.0,986.0,0
24681,7.5,0.17,8.33,753.0,211.0,0.023,0.111,1447.0,983.0,0
24682,7.5,0.16,8.33,753.0,211.0,0.023,0.111,1451.0,984.0,0
24683,7.5,0.16,8.33,753.0,211.0,0.024,0.111,1480.0,983.0,0
24684,7.5,0.16,8.33,753.0,211.0,0.023,0.111,1475.0,989.0,0
24685,7.5,0.16,8.33,753.0,211.0,0.022,0.111,1466.0,980.0,0
24686,7.5,0.16,8.33,753.0,211.0,0.022,0.111,1465.0,986.0,0
24687,7.5,0.16,8.33,753.0,211.0,0.021,0.111,1452.0,989.0,0
24688,7.5,0.16,8.33,753.0,211.0,0.022,0.111,1443.0,980.0,0
24689,7.5,0.16,8.33,754.0,211.0,0.022,0.109,1453.0,979.0,0
24690,7.5,0.16,8.33,753.0,211.0,0.022,0.111,1471.0,982.0,0
24691,7.5,0.16,8.33,753.0,211.0,0.023,0.111,1458.0,980.0,0
24692,7.5,0.16,8.33,754.0,211.0,0.023,0.109,1449.0,979.0,0
24693,7.5,0.16,8.33,754.0,211.0,0.023,0.109,1476.0,984.0,0
24694,7.5,0.16,8.33,754.0,211.0,0.023,0.111,1478.0,983.0,0
24695,7.5,0.16,8.33,753.0,211.0,0.022,0.111,1501.0,984.0,0
24696,7.5,0.16,8.33,754.0,211.0,0.023,0.111,1417.0,982.0,0
24697,7.5,0.17,8.33,753.0,211.0,0.022,0.111,1442.0,986.0,0
24698,7.5,0.17,8.33,753.0,211.0,0.022,0.111,1474.0,984.0,0
24699,7.5,0.17,8.33,753.0,211.0,0.022,0.111,1493.0,982.0,0
24700,7.5,0.17,8.33,753.0,211.0,0.022,0.111,1457.0,979.0,0
24701,7.5,0.17,8.33,753.0,211.0,0.024,0.111,1468.0,983.0,0
24702,7.5,0.17,8.33,753.0,211.0,0.022,0.111,1440.0,978.0,0
24703,7.5,0.17,8.33,754.0,211.0,0.023,0.111,1443.0,982.0,0
24704,7.5,0.17,8.33,753.0,211.0,0.022,0.111,1446.0,980.0,0
24705,7.5,0.17,8.33,754.0,211.0,0.023,0.111,1466.0,979.0,0
24706,7.5,0.17,8.33,753.0,211.0,0.022,0.111,1453.0,979.0,0
24707,7.5,0.17,8.33,753.0,211.0,0.022,0.111,1469.0,978.0,0
24708,7.5,0.17,8.33,754.0,211.0,0.022,0.111,1445.0,982.0,0
24709,7.5,0.17,8.33,754.0,211.0,0.023,0.111,1476.0,983.0,0
24710,7.5,0.17,8.33,754.0,211.0,0.022,0.111,1465.0,973.0,0
24711,7.5,0.17,8.33,754.0,211.0,0.023,0.111,1476.0,978.0,0
24712,7.4,0.17,8.33,754.0,211.0,0.023,0.111,1443.0,978.0,0
24713,7.4,0.17,8.33,754.0,211.0,0.023,0.111,1468.0,980.0,0
24714,7.4,0.17,8.33,753.0,211.0,0.023,0.111,1472.0,980.0,0
24715,7.4,0.17,8.33,754.0,211.0,0.023,0.111,1431.0,983.0,0
24716,7.4,0.17,8.33,754.0,211.0,0.023,0.111,1460.0,986.0,0
24717,7.4,0.17,8.32,754.0,211.0,0.023,0.111,1445.0,988.0,0
24718,7.4,0.17,8.32,754.0,211.0,0.023,0.111,1458.0,984.0,0
24719,7.4,0.17,8.32,754.0,211.0,0.024,0.111,1451.0,980.0,0
24720,7.4,0.17,8.32,753.0,211.0,0.023,0.111,1494.0,976.0,0
24721,7.4,0.17,8.32,753.0,211.0,0.022,0.113,1465.0,978.0,0
24722,7.4,0.16,8.32,754.0,211.0,0.022,0.111,1453.0,980.0,0
24723,7.4,0.16,8.32,754.0,211.0,0.022,0.111,1453.0,979.0,0
24724,7.4,0.16,8.32,753.0,211.0,0.022,0.111,1425.0,988.0,0
24725,7.4,0.16,8.32,753.0,211.0,0.022,0.111,1445.0,989.0,0
24726,7.4,0.16,8.32,753.0,211.0,0.023,0.111,1454.0,988.0,0
24727,7.4,0.16,8.32,754.0,211.0,0.022,0.109,1478.0,984.0,0
24728,7.3,0.16,8.32,753.0,211.0,0.023,0.111,1465.0,986.0,0
24729,7.4,0.16,8.32,754.0,211.0,0.023,0.111,1449.0,986.0,0
24730,7.3,0.16,8.32,753.0,211.0,0.022,0.111,1475.0,986.0,0
24731,7.3,0.16,8.32,753.0,211.0,0.022,0.111,1454.0,983.0,0
24732,7.3,0.17,8.32,754.0,211.0,0.021,0.111,1493.0,988.0,0
24733,7.3,0.17,8.32,753.0,211.0,0.021,0.113,1451.0,984.0,0
24734,7.3,0.17,8.32,754.0,211.0,0.021,0.111,1459.0,974.0,0
24735,7.3,0.17,8.32,753.0,211.0,0.022,0.111,1481.0,979.0,0
24736,7.3,0.17,8.32,754.0,211.0,0.021,0.111,1489.0,986.0,0
24737,7.3,0.17,8.32,754.0,211.0,0.021,0.111,1462.0,989.0,0
24738,7.3,0.17,8.32,754.0,211.0,0.022,0.111,1443.0,990.0,0
24739,7.3,0.17,8.32,753.0,211.0,0.022,0.111,1452.0,984.0,0
24740,7.3,0.17,8.32,754.0,211.0,0.021,0.111,1460.0,978.0,0
24741,7.3,0.17,8.33,753.0,211.0,0.021,0.111,1476.0,979.0,0
24742,7.3,0.17,8.33,754.0,211.0,0.021,0.111,1466.0,982.0,0
24743,7.3,0.17,8.33,754.0,211.0,0.022,0.111,1437.0,983.0,0
24744,7.3,0.17,8.33,754.0,211.0,0.021,0.111,1482.0,984.0,0
24745,7.3,0.17,8.33,754.0,211.0,0.021,0.111,1475.0,984.0,0
24746,7.3,0.17,8.33,754.0,211.0,0.021,0.111,1459.0,984.0,0
24747,7.3,0.17,8.33,754.0,211.0,0.021,0.111,1458.0,983.0,0
24748,7.3,0.17,8.33,754.0,211.0,0.021,0.111,1471.0,982.0,0
24749,7.3,0.17,8.33,753.0,211.0,0.021,0.111,1466.0,984.0,0
24750,7.3,0.17,8.33,753.0,211.0,0.021,0.111,1472.0,979.0,0
24751,7.3,0.17,8.33,753.0,211.0,0.021,0.111,1489.0,980.0,0
24752,7.3,0.17,8.34,753.0,211.0,0.021,0.111,1465.0,983.0,0
24753,7.3,0.17,8.34,753.0,211.0,0.021,0.111,1498.0,986.0,0
24754,7.3,0.17,8.34,753.0,211.0,0.021,0.109,1449.0,984.0,0
24755,7.3,0.16,8.34,753.0,211.0,0.021,0.111,1475.0,988.0,0
24756,7.3,0.17,8.34,753.0,211.0,0.021,0.111,1430.0,989.0,0
24757,7.3,0.16,8.34,754.0,211.0,0.021,0.111,1439.0,983.0,0
24758,7.3,0.16,8.34,754.0,211.0,0.021,0.111,1420.0,980.0,0
24759,7.3,0.16,8.34,753.0,211.0,0.021,0.111,1430.0,982.0,0
24760,7.4,0.16,8.34,753.0,211.0,0.021,0.109,1458.0,976.0,0
24761,7.3,0.16,8.35,753.0,211.0,0.021,0.111,1434.0,973.0,0
24762,7.3,0.16,8.34,753.0,211.0,0.021,0.111,1469.0,979.0,0
24763,7.4,0.17,8.34,753.0,211.0,0.02,0.111,1482.0,984.0,0
24764,7.3,0.16,8.34,753.0,211.0,0.021,0.111,1460.0,988.0,0
24765,7.4,0.16,8.34,753.0,211.0,0.021,0.111,1498.0,984.0,0
24766,7.4,0.16,8.34,753.0,211.0,0.021,0.111,1453.0,990.0,0
24767,7.4,0.16,8.34,753.0,211.0,0.021,0.111,1482.0,979.0,0
24768,7.4,0.16,8.34,754.0,211.0,0.021,0.111,1503.0,974.0,0
24769,7.4,0.16,8.34,753.0,211.0,0.021,0.111,1454.0,978.0,0
24770,7.4,0.16,8.34,753.0,211.0,0.021,0.111,1486.0,983.0,0
24771,7.4,0.17,8.34,754.0,211.0,0.02,0.111,1416.0,972.0,0
24772,7.4,0.17,8.34,753.0,211.0,0.021,0.113,1491.0,982.0,0
24773,7.4,0.16,8.34,754.0,211.0,0.021,0.114,1489.0,986.0,0
24774,7.4,0.16,8.34,754.0,211.0,0.021,0.113,1464.0,979.0,0
24775,7.4,0.16,8.34,754.0,211.0,0.021,0.111,1494.0,980.0,0
24776,7.4,0.17,8.34,753.0,211.0,0.021,0.111,1483.0,980.0,0
24777,7.4,0.16,8.34,753.0,211.0,0.021,0.111,1457.0,983.0,0
24778,7.4,0.16,8.33,754.0,211.0,0.021,0.111,1472.0,982.0,0
24779,7.4,0.16,8.34,754.0,211.0,0.022,0.111,1504.0,978.0,0
24780,7.4,0.16,8.34,754.0,211.0,0.022,0.111,1468.0,976.0,0
24781,7.4,0.16,8.34,754.0,211.0,0.023,0.111,1466.0,979.0,0
24782,7.4,0.16,8.33,754.0,211.0,0.022,0.113,1501.0,980.0,0
24783,7.4,0.16,8.33,754.0,211.0,0.022,0.111,1506.0,980.0,0
24784,7.4,0.16,8.33,754.0,211.0,0.022,0.113,1471.0,980.0,0
24785,7.4,0.16,8.33,754.0,211.0,0.023,0.111,1462.0,980.0,0
24786,7.4,0.17,8.33,754.0,211.0,0.023,0.113,1476.0,982.0,0
24787,7.4,0.16,8.33,754.0,211.0,0.023,0.114,1443.0,984.0,0
24788,7.4,0.17,8.33,754.0,211.0,0.022,0.113,1489.0,982.0,0
24789,7.4,0.16,8.33,754.0,211.0,0.022,0.111,1515.0,979.0,0
24790,7.3,0.16,8.33,753.0,211.0,0.022,0.113,1437.0,983.0,0
24791,7.4,0.16,8.33,753.0,211.0,0.021,0.111,1469.0,986.0,0
24792,7.4,0.16,8.33,754.0,211.0,0.022,0.111,1436.0,982.0,0
24793,7.4,0.16,8.33,754.0,211.0,0.022,0.113,1454.0,973.0,0
24794,7.3,0.16,8.33,754.0,211.0,0.022,0.111,1458.0,973.0,0
24795,7.3,0.16,8.33,753.0,211.0,0.022,0.111,1460.0,978.0,0
24796,7.3,0.16,8.33,754.0,211.0,0.022,0.111,1472.0,972.0,0
24797,7.3,0.16,8.33,753.0,211.0,0.023,0.111,1466.0,978.0,0
24798,7.3,0.16,8.33,754.0,211.0,0.023,0.111,1452.0,974.0,0
24799,7.3,0.16,8.33,754.0,211.0,0.023,0.111,1471.0,976.0,0
24800,7.3,0.16,8.33,753.0,211.0,0.022,0.111,1472.0,979.0,0
24801,7.3,0.16,8.33,754.0,211.0,0.023,0.113,1447.0,983.0,0
24802,7.2,0.16,8.33,753.0,211.0,0.023,0.111,1425.0,984.0,0
24803,7.3,0.16,8.33,754.0,211.0,0.023,0.111,1460.0,984.0,0
24804,7.2,0.16,8.33,754.0,211.0,0.022,0.111,1523.0,991.0,0
24805,7.3,0.17,8.33,754.0,211.0,0.023,0.111,1482.0,997.0,0
24806,7.3,0.17,8.33,753.0,211.0,0.023,0.111,1494.0,988.0,0
24807,7.3,0.17,8.33,754.0,211.0,0.023,0.111,1440.0,984.0,0
24808,7.3,0.17,8.33,754.0,211.0,0.023,0.111,1480.0,983.0,0
24809,7.2,0.17,8.33,754.0,211.0,0.023,0.111,1457.0,978.0,0
24810,7.3,0.17,8.33,753.0,211.0,0.023,0.111,1482.0,984.0,0
24811,7.2,0.17,8.33,753.0,211.0,0.023,0.111,1460.0,984.0,0
24812,7.2,0.17,8.33,753.0,211.0,0.023,0.111,1487.0,991.0,0
24813,7.2,0.17,8.33,754.0,211.0,0.023,0.111,1478.0,986.0,0
24814,7.2,0.17,8.33,754.0,211.0,0.023,0.113,1460.0,990.0,0
24815,7.2,0.17,8.34,754.0,211.0,0.022,0.113,1460.0,984.0,0
24816,7.2,0.17,8.33,754.0,211.0,0.023,0.111,1471.0,990.0,0
24817,7.1,0.17,8.33,754.0,211.0,0.022,0.111,1495.0,988.0,0
24818,7.2,0.17,8.34,753.0,211.0,0.022,0.114,1469.0,983.0,0
24819,7.1,0.17,8.33,754.0,211.0,0.022,0.113,1459.0,989.0,0
24820,7.1,0.17,8.33,754.0,211.0,0.023,0.111,1483.0,986.0,0
24821,7.1,0.17,8.33,754.0,211.0,0.023,0.111,1471.0,986.0,0
24822,7.1,0.17,8.33,754.0,211.0,0.023,0.111,1471.0,986.0,0
24823,7.1,0.17,8.33,754.0,211.0,0.023,0.111,1471.0,990.0,0
24824,7.0,0.17,8.33,754.0,211.0,0.022,0.113,1460.0,986.0,0
24825,7.1,0.17,8.33,754.0,211.0,0.022,0.111,1483.0,991.0,0
24826,7.1,0.17,8.33,753.0,211.0,0.023,0.113,1474.0,989.0,0
24827,7.1,0.17,8.33,754.0,211.0,0.023,0.111,1471.0,986.0,0
24828,7.1,0.17,8.33,754.0,211.0,0.023,0.111,1453.0,989.0,0
24829,7.0,0.16,8.33,753.0,211.0,0.023,0.111,1474.0,995.0,0
24830,7.0,0.16,8.33,754.0,211.0,0.023,0.113,1486.0,984.0,0
24831,7.1,0.16,8.33,754.0,211.0,0.022,0.111,1516.0,984.0,0
24832,7.1,0.16,8.33,754.0,211.0,0.023,0.111,1488.0,991.0,0
24833,7.1,0.16,8.32,754.0,211.0,0.022,0.111,1445.0,991.0,0
24834,7.0,0.16,8.32,753.0,211.0,0.022,0.111,1488.0,989.0,0
24835,7.0,0.16,8.32,754.0,211.0,0.022,0.113,1475.0,995.0,0
24836,7.0,0.16,8.32,754.0,211.0,0.022,0.111,1462.0,994.0,0
24837,7.0,0.16,8.32,754.0,211.0,0.022,0.111,1466.0,986.0,0
24838,7.1,0.16,8.32,754.0,211.0,0.022,0.111,1453.0,984.0,0
24839,7.1,0.17,8.32,754.0,211.0,0.022,0.111,1475.0,986.0,0
24840,7.0,0.17,8.32,754.0,211.0,0.023,0.111,1494.0,986.0,0
24841,7.0,0.17,8.32,752.0,211.0,0.023,0.111,1460.0,989.0,0
24842,7.0,0.17,8.32,754.0,211.0,0.023,0.111,1466.0,996.0,0
24843,7.0,0.17,8.33,753.0,211.0,0.023,0.111,1468.0,995.0,0
24844,7.0,0.17,8.33,753.0,211.0,0.023,0.111,1487.0,991.0,0
24845,7.0,0.17,8.33,753.0,211.0,0.023,0.111,1462.0,986.0,0
24846,7.0,0.17,8.33,753.0,211.0,0.023,0.111,1471.0,990.0,0
24847,7.0,0.17,8.33,754.0,211.0,0.023,0.109,1466.0,991.0,0
24848,7.0,0.17,8.33,753.0,211.0,0.023,0.111,1494.0,995.0,0
24849,7.1,0.17,8.34,753.0,211.0,0.023,0.109,1482.0,988.0,0
24850,7.1,0.17,8.34,753.0,211.0,0.023,0.111,1493.0,988.0,0
24851,7.1,0.17,8.35,753.0,211.0,0.023,0.111,1454.0,994.0,0
24852,7.0,0.17,8.34,754.0,211.0,0.022,0.108,1495.0,989.0,0
24853,7.1,0.17,8.35,753.0,211.0,0.022,0.109,1476.0,986.0,0
24854,7.0,0.17,8.36,753.0,211.0,0.023,0.106,1501.0,986.0,0
24855,7.1,0.17,8.37,753.0,211.0,0.023,0.109,1469.0,989.0,0
24856,7.0,0.17,8.37,753.0,211.0,0.023,0.106,1503.0,991.0,0
24857,7.1,0.17,8.38,752.0,211.0,0.023,0.108,1476.0,989.0,0
24858,7.1,0.17,8.38,751.0,211.0,0.023,0.106,1488.0,984.0,0
24859,7.1,0.17,8.38,752.0,211.0,0.023,0.108,1487.0,984.0,0
24860,7.1,0.17,8.39,751.0,211.0,0.023,0.108,1478.0,986.0,0
24861,7.1,0.17,8.39,751.0,211.0,0.022,0.109,1483.0,986.0,0
24862,7.1,0.17,8.39,751.0,211.0,0.022,0.108,1506.0,989.0,0
24863,7.1,0.17,8.4,752.0,211.0,0.023,0.106,1476.0,980.0,0
24864,7.1,0.17,8.4,751.0,211.0,0.023,0.108,1481.0,988.0,0
24865,7.1,0.17,8.41,752.0,211.0,0.023,0.106,1469.0,986.0,0
24866,7.1,0.17,8.41,751.0,211.0,0.023,0.106,1465.0,991.0,0
24867,7.1,0.17,8.41,751.0,211.0,0.023,0.108,1488.0,989.0,0
24868,7.1,0.17,8.41,751.0,211.0,0.023,0.106,1480.0,995.0,0
24869,7.1,0.17,8.42,751.0,211.0,0.024,0.108,1491.0,990.0,0
24870,7.1,0.17,8.42,751.0,211.0,0.023,0.106,1459.0,991.0,0
24871,7.1,0.17,8.42,751.0,211.0,0.023,0.106,1483.0,997.0,0
24872,7.1,0.17,8.43,751.0,211.0,0.023,0.108,1452.0,991.0,0
24873,7.1,0.17,8.43,751.0,211.0,0.023,0.106,1472.0,988.0,0
24874,7.2,0.17,8.43,751.0,211.0,0.023,0.106,1475.0,988.0,0
24875,7.2,0.17,8.43,752.0,211.0,0.023,0.108,1471.0,994.0,0
24876,7.2,0.17,8.42,751.0,211.0,0.023,0.106,1460.0,997.0,0
24877,7.2,0.17,8.43,751.0,211.0,0.023,0.109,1472.0,1001.0,0
24878,7.2,0.17,8.43,752.0,211.0,0.023,0.106,1451.0,994.0,0
24879,7.2,0.17,8.43,751.0,211.0,0.023,0.109,1489.0,991.0,0
24880,7.2,0.17,8.43,752.0,211.0,0.024,0.109,1483.0,994.0,0
24881,7.2,0.17,8.43,751.0,211.0,0.024,0.111,1453.0,995.0,0
24882,7.2,0.17,8.43,752.0,211.0,0.024,0.109,1466.0,994.0,0
24883,7.2,0.17,8.43,751.0,211.0,0.024,0.109,1478.0,989.0,0
24884,7.2,0.17,8.42,751.0,211.0,0.024,0.109,1475.0,991.0,0
24885,7.2,0.17,8.42,751.0,211.0,0.024,0.108,1500.0,995.0,0
24886,7.3,0.17,8.42,751.0,211.0,0.024,0.109,1501.0,994.0,0
24887,7.2,0.17,8.41,752.0,211.0,0.024,0.109,1487.0,991.0,0
24888,7.3,0.17,8.42,752.0,211.0,0.023,0.108,1465.0,989.0,0
24889,7.3,0.17,8.42,751.0,211.0,0.023,0.111,1453.0,986.0,0
24890,7.2,0.17,8.41,751.0,211.0,0.023,0.111,1466.0,988.0,0
24891,7.3,0.17,8.41,752.0,211.0,0.023,0.108,1498.0,995.0,0
24892,7.3,0.17,8.41,752.0,211.0,0.023,0.111,1457.0,986.0,0
24893,7.3,0.17,8.41,752.0,211.0,0.023,0.108,1474.0,984.0,0
24894,7.3,0.17,8.41,752.0,211.0,0.023,0.111,1451.0,991.0,0
24895,7.3,0.17,8.41,752.0,211.0,0.023,0.111,1458.0,988.0,0
24896,7.3,0.17,8.41,753.0,211.0,0.023,0.111,1460.0,982.0,0
24897,7.3,0.17,8.4,751.0,211.0,0.024,0.111,1468.0,988.0,0
24898,7.3,0.17,8.4,753.0,211.0,0.023,0.111,1447.0,984.0,0
24899,7.2,0.17,8.4,752.0,211.0,0.023,0.111,1475.0,982.0,0
24900,7.3,0.17,8.39,753.0,211.0,0.023,0.109,1464.0,988.0,0
24901,7.3,0.17,8.39,753.0,211.0,0.023,0.109,1459.0,986.0,0
24902,7.3,0.17,8.39,752.0,211.0,0.023,0.109,1494.0,988.0,0
24903,7.3,0.17,8.39,752.0,211.0,0.024,0.111,1457.0,988.0,0
24904,7.3,0.17,8.39,752.0,211.0,0.024,0.111,1495.0,988.0,0
24905,7.3,0.17,8.39,753.0,211.0,0.023,0.109,1489.0,1000.0,0
24906,7.3,0.16,8.39,753.0,211.0,0.024,0.111,1528.0,994.0,0
24907,7.2,0.17,8.38,753.0,211.0,0.024,0.111,1447.0,997.0,0
24908,7.3,0.17,8.38,753.0,211.0,0.024,0.109,1488.0,989.0,0
24909,7.3,0.17,8.38,752.0,211.0,0.023,0.111,1483.0,990.0,0
24910,7.2,0.17,8.38,753.0,211.0,0.023,0.111,1475.0,995.0,0
24911,7.3,0.17,8.38,754.0,211.0,0.023,0.111,1451.0,991.0,0
24912,7.3,0.17,8.38,754.0,211.0,0.023,0.109,1451.0,990.0,0
24913,7.2,0.17,8.38,753.0,211.0,0.024,0.111,1474.0,989.0,0
24914,7.3,0.17,8.37,753.0,211.0,0.023,0.111,1457.0,986.0,0
24915,7.2,0.17,8.37,752.0,211.0,0.023,0.111,1469.0,986.0,0
24916,7.2,0.18,8.38,754.0,211.0,0.023,0.111,1481.0,986.0,0
24917,7.3,0.18,8.37,753.0,211.0,0.023,0.111,1459.0,989.0,0
24918,7.2,0.18,8.38,752.0,211.0,0.024,0.111,1495.0,994.0,0
24919,7.3,0.18,8.38,753.0,211.0,0.024,0.111,1424.0,991.0,0
24920,7.2,0.18,8.38,753.0,211.0,0.024,0.111,1459.0,980.0,0
24921,7.2,0.18,8.37,752.0,211.0,0.024,0.111,1465.0,990.0,0
24922,7.3,0.18,8.37,752.0,211.0,0.024,0.109,1457.0,979.0,0
24923,7.3,0.18,8.38,753.0,211.0,0.024,0.111,1472.0,986.0,0
24924,7.3,0.18,8.38,752.0,211.0,0.025,0.108,1447.0,989.0,0
24925,7.3,0.18,8.38,752.0,211.0,0.025,0.109,1445.0,988.0,0
24926,7.3,0.18,8.38,753.0,211.0,0.025,0.109,1468.0,984.0,0
24927,7.2,0.18,8.38,753.0,211.0,0.025,0.111,1493.0,988.0,0
24928,7.2,0.18,8.38,753.0,211.0,0.025,0.111,1457.0,989.0,0
24929,7.2,0.17,8.38,753.0,211.0,0.025,0.108,1454.0,988.0,0
24930,7.3,0.18,8.39,752.0,211.0,0.025,0.108,1482.0,984.0,0
24931,7.3,0.17,8.39,753.0,211.0,0.025,0.111,1471.0,986.0,0
24932,7.2,0.17,8.39,753.0,211.0,0.025,0.109,1475.0,988.0,0
24933,7.3,0.17,8.39,752.0,211.0,0.025,0.109,1451.0,991.0,0
24934,7.3,0.17,8.39,752.0,211.0,0.026,0.109,1471.0,988.0,0
24935,7.3,0.17,8.39,752.0,211.0,0.026,0.111,1425.0,997.0,0
24936,7.3,0.17,8.39,752.0,211.0,0.027,0.109,1483.0,995.0,0
24937,7.3,0.17,8.39,752.0,211.0,0.026,0.109,1449.0,990.0,0
24938,7.3,0.17,8.39,752.0,211.0,0.026,0.109,1454.0,984.0,0
24939,7.2,0.17,8.39,752.0,211.0,0.027,0.106,1465.0,994.0,0
24940,7.3,0.17,8.39,752.0,211.0,0.027,0.108,1464.0,991.0,0
24941,7.2,0.17,8.39,752.0,211.0,0.027,0.106,1491.0,991.0,0
24942,7.3,0.17,8.39,752.0,211.0,0.027,0.109,1459.0,989.0,0
24943,7.3,0.17,8.39,752.0,211.0,0.027,0.108,1493.0,984.0,0
24944,7.2,0.17,8.39,752.0,211.0,0.028,0.109,1466.0,983.0,0
24945,7.2,0.17,8.39,752.0,211.0,0.028,0.109,1462.0,983.0,0
24946,7.2,0.17,8.39,751.0,211.0,0.027,0.109,1457.0,986.0,0
24947,7.2,0.17,8.39,752.0,211.0,0.03,0.111,1462.0,988.0,0
24948,7.2,0.17,8.39,751.0,211.0,0.03,0.111,1449.0,982.0,0
24949,7.2,0.17,8.39,752.0,211.0,0.03,0.111,1442.0,994.0,0
24950,7.2,0.17,8.39,752.0,211.0,0.031,0.111,1436.0,989.0,0
24951,7.2,0.17,8.39,752.0,211.0,0.03,0.111,1472.0,991.0,0
24952,7.2,0.17,8.39,753.0,211.0,0.03,0.111,1440.0,995.0,0
24953,7.2,0.17,8.39,752.0,211.0,0.031,0.111,1459.0,989.0,0
24954,7.2,0.17,8.39,752.0,211.0,0.031,0.11,1475.0,990.0,0
24955,7.2,0.17,8.39,752.0,211.0,0.03,0.111,1462.0,984.0,0
24956,7.2,0.17,8.39,752.0,211.0,0.03,0.111,1452.0,990.0,0
24957,7.2,0.17,8.38,752.0,211.0,0.03,0.111,1466.0,988.0,0
24958,7.2,0.17,8.38,752.0,211.0,0.03,0.111,1447.0,995.0,0
24959,7.1,0.17,8.38,753.0,211.0,0.03,0.111,1497.0,991.0,0
24960,7.1,0.17,8.38,753.0,211.0,0.03,0.111,1449.0,989.0,0
24961,7.1,0.17,8.38,752.0,211.0,0.03,0.111,1454.0,991.0,0
24962,7.1,0.17,8.37,753.0,211.0,0.03,0.111,1452.0,994.0,0
24963,7.1,0.17,8.37,753.0,211.0,0.03,0.111,1478.0,991.0,0
